Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily Return,Rolling Volatility
1997-05-15,0.1218750029802322,0.125,0.0963540002703666,0.0979169979691505,0.0979169979691505,1443120000,0.0,0.0,,
1997-05-16,0.0984380021691322,0.0989580005407333,0.0854170024394989,0.0864579975605011,0.0864579975605011,294000000,0.0,0.0,-0.1170276933148997,
1997-05-19,0.0880210027098655,0.0885419994592666,0.0812499970197677,0.0854170024394989,0.0854170024394989,122136000,0.0,0.0,-0.012040472256759527,
1997-05-20,0.0864579975605011,0.0874999985098838,0.0817710012197494,0.0817710012197494,0.0817710012197494,109344000,0.0,0.0,-0.0426847245351647,
1997-05-21,0.0817710012197494,0.0822919979691505,0.0687500014901161,0.0713540017604827,0.0713540017604827,377064000,0.0,0.0,-0.12739234329872395,
1997-05-22,0.0718749985098838,0.0723960027098655,0.0656249970197677,0.0697920024394989,0.0697920024394989,235536000,0.0,0.0,-0.021890843995366116,
1997-05-23,0.0703129991889,0.0760419964790344,0.0666669979691505,0.0750000029802322,0.0750000029802322,318744000,0.0,0.0,0.07462173828939767,
1997-05-27,0.0755209997296333,0.0822919979691505,0.0729169994592666,0.0791670009493827,0.0791670009493827,173952000,0.0,0.0,0.05555997071425178,
1997-05-28,0.0812499970197677,0.0817710012197494,0.0765630006790161,0.0765630006790161,0.0765630006790161,91488000,0.0,0.0,-0.0328924961049305,
1997-05-29,0.0770829990506172,0.0770829990506172,0.0739580020308494,0.0752599984407424,0.0752599984407424,69456000,0.0,0.0,-0.01701869345137652,
1997-05-30,0.0750000029802322,0.0755209997296333,0.0739580020308494,0.0750000029802322,0.0750000029802322,51888000,0.0,0.0,-0.003454630160734218,
1997-06-02,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,0.0755209997296333,11832000,0.0,0.0,0.006946623049314038,
1997-06-03,0.0765630006790161,0.0765630006790161,0.0739580020308494,0.0739580020308494,0.0739580020308494,23664000,0.0,0.0,-0.020696199790514735,
1997-06-04,0.0739580020308494,0.0744789987802505,0.0697920024394989,0.0708329975605011,0.0708329975605011,61608000,0.0,0.0,-0.04225377085017523,
1997-06-05,0.0708329975605011,0.0770829990506172,0.0687500014901161,0.0770829990506172,0.0770829990506172,113448000,0.0,0.0,0.08823573342039848,
1997-06-06,0.0757810026407241,0.0854170024394989,0.0755209997296333,0.0828130021691322,0.0828130021691322,156144000,0.0,0.0,0.07433549795788741,
1997-06-09,0.0828130021691322,0.0854170024394989,0.0828130021691322,0.0843750014901161,0.0843750014901161,47040000,0.0,0.0,0.018861764216611343,
1997-06-10,0.0854170024394989,0.0854170024394989,0.0765630006790161,0.0791670009493827,0.0791670009493827,109176000,0.0,0.0,-0.0617244497630437,
1997-06-11,0.0796879976987838,0.0802080035209655,0.0765630006790161,0.0770829990506172,0.0770829990506172,23760000,0.0,0.0,-0.026324123356623708,
1997-06-12,0.0791670009493827,0.0822919979691505,0.0776040032505989,0.0802080035209655,0.0802080035209655,32640000,0.0,0.0,0.040540774345017905,
1997-06-13,0.0812499970197677,0.0812499970197677,0.0791670009493827,0.0791670009493827,0.0791670009493827,13872000,0.0,0.0,-0.012978786728068847,0.057603984360440265
1997-06-16,0.0802080035209655,0.0802080035209655,0.078125,0.078645996749401,0.078645996749401,18264000,0.0,0.0,-0.006581077895256082,0.051689418282433446
1997-06-17,0.0799480006098747,0.0799480006098747,0.0747400000691413,0.0752599984407424,0.0752599984407424,94128000,0.0,0.0,-0.04305366386858578,0.05242097410822991
1997-06-18,0.0760419964790344,0.0768230035901069,0.0750000029802322,0.0755209997296333,0.0755209997296333,49296000,0.0,0.0,0.0034679948750784284,0.05168505609252056
1997-06-19,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,0.0755209997296333,20064000,0.0,0.0,0.0,0.04254983942136351
1997-06-20,0.0765630006790161,0.0776040032505989,0.0750000029802322,0.0763019993901252,0.0763019993901252,67752000,0.0,0.0,0.010341489960248085,0.04213856988636167
1997-06-23,0.0770829990506172,0.0770829990506172,0.0739580020308494,0.0750000029802322,0.0750000029802322,20952000,0.0,0.0,-0.01706372598751993,0.03907565945170093
1997-06-24,0.0752599984407424,0.0763019993901252,0.0739580020308494,0.0755209997296333,0.0755209997296333,15024000,0.0,0.0,0.006946623049314038,0.03693784525977824
1997-06-25,0.0763019993901252,0.0763019993901252,0.0744789987802505,0.0755209997296333,0.0755209997296333,42120000,0.0,0.0,0.0,0.03620170624739964
1997-06-26,0.0760419964790344,0.0760419964790344,0.0752599984407424,0.0755209997296333,0.0755209997296333,63792000,0.0,0.0,0.0,0.03598179046377799
1997-06-27,0.0757810026407241,0.0757810026407241,0.0739580020308494,0.0744789987802505,0.0744789987802505,23760000,0.0,0.0,-0.013797499412258718,0.0361198753621502
1997-06-30,0.0755209997296333,0.0799480006098747,0.0739580020308494,0.0770829990506172,0.0770829990506172,54936000,0.0,0.0,0.03496287964409661,0.03692708815265805
1997-07-01,0.0770829990506172,0.0770829990506172,0.0755209997296333,0.0757810026407241,0.0757810026407241,25848000,0.0,0.0,-0.016890837485943444,0.0368154640044007
1997-07-02,0.0757810026407241,0.0796879976987838,0.0755209997296333,0.079426996409893,0.079426996409893,77640000,0.0,0.0,0.048112239771416876,0.036662555493812525
1997-07-03,0.0799480006098747,0.0958330035209655,0.0796879976987838,0.0955730006098747,0.0955730006098747,251544000,0.0,0.0,0.2032810622305068,0.05474775589375835
1997-07-07,0.0916669964790344,0.1010420024394989,0.0916669964790344,0.1000000014901161,0.1000000014901161,161064000,0.0,0.0,0.046320622476971884,0.05341436469914028
1997-07-08,0.1020829975605011,0.1166670024394989,0.1020829975605011,0.1151039972901344,0.1151039972901344,310344000,0.0,0.0,0.15103995574951234,0.06196703680342079
1997-07-09,0.1151039972901344,0.1192710027098655,0.1135419979691505,0.1161459982395172,0.1161459982395172,165240000,0.0,0.0,0.009052691252383616,0.05917271805545941
1997-07-10,0.1166670024394989,0.1286460012197494,0.1166670024394989,0.1281249970197677,0.1281249970197677,181032000,0.0,0.0,0.10313742153687744,0.06079721780550761
